station,borough,trainno,equipmentno,equipmenttype,serving,ADA,isactive,nonNYCT,shortdescription,linesservedbyelevator,elevatorsgtfsstopid,elevatormrn,stationcomplexid,nextadanorth,nextadasouth,redundant,busconnections,alternativeroute
59 St-Columbus Circle,,A/C/B/D/1,EL279,EL,uptown 1 platform to uptown A/B/C/D platform,Y,Y,N,Uptown 1 to uptown A/B/C/D,A/C/B/D,125/A24,161/315,614,,,1,"M5, M7, M10, M12, M20, M31, M57 (at 57 St), M104, X12, X14, X42 (all at 57 St)","If you are on the uptown 1 platform: Exit station and take a southbound M10 bus (Frederick Douglass Blvd) to 59 St-Columbus Circle. Or, take a southbound M10 bus to 97 St and transfer to a westbound M96 bus to Broadway (for 1 service). If you are on the uptown A/B/C/D platform: For uptown 1, proceed to elevator at the other end of this platform. Exit the station and re-enter at the northwest corner of Columbus Circle or take a downtown 1 to Times Sq-42 St. Use elevators to transfer to an uptown 1. Or, take an uptown A or D to 125 St. Exit the station and take a southbound M10 bus to 59 St."
59 St-Columbus Circle,,A/C/B/D/1,EL278,EL,mezzanine to uptown A/B/C/D platform,Y,Y,N,Mezzanine to uptown A/B/C/D,A/C/B/D,125/A24,161/315,614,,,1,"M5, M7, M10, M12, M20, M31, M57 (at 57 St), M104, X12, X14, X42 (all at 57 St)","If you are on the mezzanine: For uptown A, B, C, D, exit station and re-enter via elevator at northwest corner of Columbus Circle and Central Park West. Or, proceed to elevator on other side of mezzanine and take a downtown A or C to 42 St/Port Authority Bus Terminal. Use ramps to transfer to uptown A or C to 59 St-Columbus Circle. For uptown 1, proceed to elevator on other side of mezzanine and take a downtown 1 to Times Sq-42 St and use elevators to transfer to an uptown 1. If you are on the platform: To exit the station or transfer, proceed to elevator at the other end of this platform. For downtown 1, use the elevator to exit the station and re-enter the station at the southeast corner of Columbus Circle. Or, take an uptown A or D to 125 St. Exit station and take a southbound M10 bus to 59 St."
59 St-Columbus Circle,,A/C/B/D/1,EL277,EL,mezzanine to downtown A/B/C/D & 1 platforms,Y,Y,N,Mezzanine to downtown platforms,A/C/B/D/1,125/A24,161/315,614,"314, 1","317, 1",0,"M5, M7, M10, M12, M20, M31, M57 (at 57 St),  M104, X12, X14, X30,  X42 (all at 57 St)/M5, M7, M10, M12, M20, M31, M57 (at 57 St), M104, X12, X14, X42 (all at 57 St)","If you are on the mezzanine: For downtown 1, proceed to the elevator at the other side of the mezzanine to reach the platform and use the elevator at the other end of platform. Take an uptown 1 to 72 St and use elevators to transfer to a downtown 1. For downtown A, B, C or D, proceed to the elevator at the side of the mezzanine and take an uptown A, C, B or D to 125 St. Use elevators to transfer to downtown service.  Or, take a southbound M104 bus (Columbus Circle and 8 Av) to 41 St and 8 Av and proceed to Times Sq-42 St for downtown 1 or to 42 St/Port Authority Bus Terminal for A, C. If you are on the downtown A/B/C/D platform: Take a downtown A or C to 42 St/Port Authority Bus Terminal and use ramps to transfer to an uptown A or C to 59 St-Columbus Circle. Or, take a downtown C to 50 St. Exit station and take a northbound M20 or M104 bus (49 St and 8 Av) to 59 St-Columbus Circle. If you are on the downtown 1 platform: Take a downtown 1 to Times Sq-42 St then either: Use elevators to transfer to an uptown 1 to 59 St-Columbus Circle. Or, take a northbound M20 or M104 bus (8 Av and 43 St) to 59 St-Columbus Circle."
59 St-Columbus Circle,,A/C/B/D/1,ES276X,ES,3 Landings,N,Y,Y,,A/C/B/D/1,125/A24,161/315,614,,,0,"M5, M7, M10, M12, M20, M31, M57 (at 57 St),  M104, X12, X14, X30,  X42 (all at 57 St)/M5, M7, M10, M12, M20, M31, M57 (at 57 St), M104, X12, X14, X42 (all at 57 St)",
6 Av,,F/M/L/1/2/3,EL610,EL,Lower mezzanine to L platform.,Y,Y,N,Mezzanine to platform.,L,132/D19/L02,116/229/322,601,"115, L","117, L",0,,"If you are on the L platform: Use EL609 (follow signage for uptown F/M) and EL611 to exit the station. For 1/2/3 and downtown F/M, cross 6 Av and re-enter the station using EL612.

If you are on the lower mezzanine: Exit the station. Cross 6 Av and use EL611 to re-enter the station for L service."
6 Av,,F/M/L/1/2/3,EL617,EL,Mezzanine to downtown and Brooklyn 1/2/3 platform.,Y,Y,N,Mezzanine to downtown.,1/2/3,132/D19/L02,116/229/322,601,"115, L","117, L",0,,"If you are on the mezzanine: Take an uptown 1/2/3 to 34 St - Penn Station and transfer to a downtown 1/2/3 to 14 St.

If you are on the platform: Take a downtown 1/2/3 train to Chambers St and transfer to an uptown 1/2/3 to 14 St. "
6 Av,,F/M/L/1/2/3,EL613,EL,F/M downtown mezzanine to F/M downtown platform.,Y,Y,N,Mezzanine to platform.,F/M,132/D19/L02,116/229/322,601,"115, L","117, L",0,,"If you are on the platform: Take a downtown F/M to W 4 St - Washington Sq and transfer to an uptown F/M to 14 St.

If you are on the F/M downtown mezzanine: Exit the station. Cross 6 Av and re-enter the station via EL611 for L, uptown F/M, and 1/2/3.  For downtown F/M, take an uptown F/M to 34 St - Herald Sq and transfer to downtown service."
6 Av,,F/M/L/1/2/3,EL612,EL,Street (NW corner of 14 St and 6 Av) to F/M downtown mezzanine and L mezzanine.,Y,Y,N,Street to mezzanine to mezzanine.,F/M/L,132/D19/L02,116/229/322,601,"115, L","117, L",0,,"If you are on the lower mezzanine: Use nearby EL610 to access L platform. Then, use EL609 (follow signage for uptown F/M) and EL611 to exit the station. For downtown F/M, take an uptown F/M to 34 St - Herald Sq and transfer to downtown service.

Or, use the passageway towards the 1/2/3 and exit the station via EL615.

If you are on the F/M downtown mezzanine: Take a downtown F/M to W 4 St - Washington Sq and transfer to an  uptown F/M to 14 St.

If you are on the street: Cross 6 Av and re-enter the station via EL611 for  L, uptown F/M, and 1/2/3. For downtown F/M, take an uptown F/M to 34 St - Herald Sq and transfer to downtown service."
6 Av,,F/M/L/1/2/3,EL609,EL,Lower mezzanine to L platform.,Y,Y,N,Mezzanine to platform.,L,132/D19/L02,116/229/322,601,"115, L","117, L",0,,"If you are on the lower mezzanine: Exit the station. Cross 6 Av and use EL612 to re-enter the station for L service.
If you are on the L platform: Use EL610 (follow signage for 1/2/3 and downtown F/M) and EL612 to exit the station. For     uptown F/M, take a downtown F/M to W 4 St - Washington Sq and transfer to an uptown F/M. "
61 St-Woodside,,7/LIRR,EL415X,EL,Roosevelt Ave & 61 St (NE corner) to mezzanine for LIRR and 7 service in both directions,Y,Y,Y,Street to 7 & LIRR mezzanine,7/LIRR,712,456,456,"454, 7","462, 7",0,"Q18 (on Woodside Av, two blocks away), Q32, Q53 SBS, Q70 SBS; LIRR",Alt route not available for this elevator. Please use TripPlanner for latest information.
61 St-Woodside,,7/LIRR,EL416X,EL,mezzanine to Manhattan-bound 7 platform,Y,Y,Y,Mezzanine to Manhattan-bound platform,7,712,456,456,"454, 7","462, 7",0,"Q18 (on Woodside Av, two blocks away), Q32, Q53 SBS, Q70 SBS; LIRR",Alt route not available for this elevator. Please use TripPlanner for latest information.
61 St-Woodside,,7/LIRR,EL417X,EL,mezzanine to Flushing Main St-bound 7 platform,Y,Y,Y,Mezzanine to Flushing-bound platform,7,712,456,456,"454, 7","462, 7",0,"Q18 (on Woodside Av, two blocks away), Q32, Q53 SBS, Q70 SBS; LIRR",Alt route not available for this elevator. Please use TripPlanner for latest information.
61 St-Woodside,,7/LIRR,EL418X,EL,mezzanine to Penn Station-bound LIRR platform,N,Y,Y,Mezzanine to LIRR to Penn Station,LIRR,712,456,456,"454, 7","462, 7",0,"Q18 (on Woodside Av, two blocks away), Q32, Q53 SBS, Q70 SBS; LIRR",Alt route not available for this elevator. Please use TripPlanner for latest information.
61 St-Woodside,,7/LIRR,EL419X,EL,mezzanine to Long Island-bound LIRR platform,N,Y,Y,Mezzanine to LIRR to Long Island,LIRR,712,456,456,"454, 7","462, 7",0,"Q18 (on Woodside Av, two blocks away), Q32, Q53 SBS, Q70 SBS; LIRR",Alt route not available for this elevator. Please use TripPlanner for latest information.
61 St-Woodside,,7/LIRR,ES448,ES,61 St & Roosevelt Ave (SE corner) to mezzanine,N,N,N,Street to mezzanine,7,712,456,456,,,0,"Q18 (on Woodside Av, two blocks away), Q32, Q53 SBS, Q70 SBS; LIRR",
62 St,,D/N,EL741,EL,mezzanine to Coney Island-bound D platform,Y,Y,N,Mezzanine to Coney Island-bound D,D,B16/N04,063/073,615,"27, D","68, D",0,,"If you are on the mezzanine: Use elevators to take a Coney Island-bound N train to Coney Island-Stillwell Av. If you are on the platform: Take a Coney Island-bound D  to Coney Island-Stillwell Av. Then either: Stay on train or transfer across the platform for a Manhattan-bound D. Or, use elevator at other end of passageway to access N platform and exit station using ramp.  Then take a Windsor Terrace-bound B68 (Stillwell Terminal) to Avenue M.  Then, transfer to a Shore Road bound B9 (Avenue M and Coney Island Avenue) to 60th Street and New Utrecht Av."
62 St,,D/N,EL740,EL,mezzanine to Manhattan-bound D platform,Y,Y,N,Mezzanine to Manhattan-bound D,D,B16/N04,063/073,615,"27, D","68, D",0,,"If you are on the mezzanine: Use elevator at the end of opposite ramp to take a Coney Island-bound D to Coney Island-Stillwell Av.  Then, stay on train or transfer across the platform for a Manhattan-bound D. If you are on the platform: Use the elevator at other end of passageway  to take Coney Island-bound D to Coney Island-Stillwell Av.  Use elevators to access N platform and then either: Use ramp to exit station and take a Windsor Terrace-bound B68 (Stillwell Terminal) to Avenue M.  Then, transfer to a Shore Rd-bound B9 (Avenue M and Coney Island Av) to 60th Street and New Utrecht Av. Or, transfer to Manhattan-bound N."
62 St,,D/N,EL739,EL,62 St & New Utrecht Av (SE corner) to Coney Island-bound N platform and D mezzanine for service in both directions,Y,Y,N,Street to D mezzanine & Coney Island-bound N,D/N,B16/N04,063/073,615,"27, D / 71, N","58, N / 68, D",0,B9 (at 60th Street),"If you are on the street: For Coney Island-bound D or N, exit faregate and take a Kings Plaza-bound B9 (60 St and 14 Av) to Coney Island Av. Then transfer to a Coney Island-bound B68 (Coney Island Av and Avenue M) to Coney Island-Stillwell Av for D/F/N/Q service. Or for Manhattan-bound D, use elevator at other end of mezzanine to take a Manhattan-bound N to Atlantic Av-Barclays Center B/D/N/Q/R/2/3/4/5 Station and transfer on the same platform for Manhattan-bound D. If you are on the platform: Take Coney Island-bound N to Coney Island-Stillwell Av.  Then, stay on train or transfer across the platrform to a Manhattan-bound N to New Utrecht Av Station. If you are on the D mezzanine: Use the elevator at other end of passageway  to take Coney Island-bound D to Coney Island-Stillwell Av.  Use elevators to access N platform and then either: Use ramp to exit station and take a Windsor Terrace-bound B68 (Stillwell Terminal) to Avenue M.  Then, transfer to a Shore Rd-bound B9 (Avenue M and Coney Island Av) to 60th Street and New Utrecht Av. Or, transfer to Manhattan-bound N."
66 St-Lincoln Center,,1,EL237,EL,East side of Broadway (between 65 St & 66 St) to uptown platform,Y,N,N,Street to uptown platform,1,124,314,314,"313, 1","315, 1",0,"M5, M7, M11 (southbound), M20, M66, M104, BxM2","Elevators at this station are out of service for replacement. For accessible subway service, take an uptown M5/M5 LTD, M7, or M104 bus (66 & Broadway) to 72 St. Enter the 72 St 1/2/3 station at Broadway and 72 St.
"
66 St-Lincoln Center,,1,EL238,EL,West side of Broadway (between 65 St & 66 St) to downtown platform,Y,N,N,Street to downtown platform,1,124,314,314,"313, 1","315, 1",0,"M5, M7, M11 (southbound), M20, M66, M104, BxM2","Elevators at this station are out of service for replacement. For accessible subway service, take a downtown M5/M5 LTD or M104 bus (65 St & Broadway) to the 59 St-Columbus Circle A/B/C/D/1 station. "
68 St-Hunter College,,6,EL286,EL,Street (NE corner of 68 St & Lexington Av) to mezzanine.,Y,Y,N,Street to mezzanine.,6,628,399,399,,,0,,"If you are on the street: Take a City Hall-bound M103 or East Village-bound M102 bus to Lexington Av and E 52 St. Then, proceed to 51 St Station for 6 service. Note: The elevator is located on the northeast corner of 52 St and Lexington Av.
If you are on the mezzanine: Take a Bronx-bound 6 to 86 St. Then, exit the station and take a City Hall-bound M103 or East Village-bound M101/M102 bus to Lexington Av and E 68 St."
68 St-Hunter College,,6,EL285,EL,Mezzanine to uptown and Bronx-bound platform.,Y,Y,N,Mezzanine to uptown platform.,6,628,399,399,,,0,,"If you are on the mezzanine: Take a Brooklyn Bridge-City Hall-bound 6 to 51 St. Then, transfer to a Bronx-bound 6.
If you are on the platform: Take a Bronx-bound 6 to 86 St. Then, exit the station and take a City Hall-bound M103 or East Village-bound M101/M102 bus to Lexington Av and E 68 St."
68 St-Hunter College,,6,EL284,EL,Mezzanine to downtown platform.,Y,Y,N,"Mezzanine to downtown platform. ",6,628,399,399,,,0,,"If you are on the street: Exit the station and take a City Hall-bound M103 or East Village-bound M102 bus to Lexington Av and E 52 St. Then, proceed to 51 St Station for 6 service. Note: The elevator is located on the northeast corner of 52 St and Lexington Av.
If you are on the platform: Take a Brooklyn Bridge-City Hall-bound 6 to 51 St. Then, transfer to a Bronx-bound 6 to 68 St-Hunter College."
7 Av,,F/G,EL784,EL,Mezzanine to Church Av-bound platform,Y,Y,N,Mezzanine to Church Av-bound platform,F/G,F24,240,240,"285, G","243, G",0,"B61, B67, B69","If you are on the mezzanine:
Take a Manhattan-bound F to Jay St-MetroTech Station. Then, use elevators to transfer to a Coney Island-bound F train.

If you are on the platform: 
Take a Coney Island-bound F or Church Av-bound G train to Church Av and use elevators to transfer to the Manhattan and Queens-bound platform for service to 7 Av. "
7 Av,,F/G,EL783,EL,Mezzanine to Manhattan and Queens-bound platform,Y,Y,N,Mezzanine to Manhattan and Queens-bound platform,F/G,F24,240,240,"285, G","243, G",0,"B61, B67, B69","If you are on the mezzanine: 
Take a Coney Island-bound F or Church Av-bound G train to Church Av and use elevators to transfer to the Manhattan and Queens-bound platform. 

If you are on the platform: 
Take a Manhattan-bound F train to Jay St-MetroTech station. Then, use elevators to transfer to a Coney Island-bound F train to 7 Av. 
Or, 
Take a Queens-bound G train to Greenpoint Av station. Then, use elevators to transfer to a Church Av-bound G to 7 Av. "
7 Av,,F/G,EL782,EL,Street (NW corner of 7 Ave and 9 Street) to mezzanine,Y,Y,N,Street to mezzanine,F/G,F24,240,240,"285, G","243, G",0,"B61, B67, B69","If you are on the street: 
Cross 9 St and take a Kensington-bound B67 or B69 bus to McDonald Ave and Albemarle Rd or Church Ave for access to the Church Av F/G station. Proceed to the accessible entrance to Church Av, located on the west side of McDonald Ave, between Albemarle Ave and Church Ave. 

If you are on the mezzanine: 
See a station agent to re-enter through the faregate and take a Church Av-bound F or G train to Church Av. Then, exit the station and take a Williamsburg-bound B67 or Downtown Brooklyn-bound B69 bus to 7 Ave and 9 St."
7 Av,,E/B/D,ES237,ES,downtown platform to mezzanine for 53 St & 7th Ave exit,N,Y,N,Downtown platform to mezzanine,E/B/D,D14,277,277,,,0,,
7 Av,,E/B/D,ES238,ES,downtown platform to mezzanine for 53 St & 7th Ave exit,N,Y,N,Downtown platform to mezzanine,E/B/D,D14,277,277,,,0,,
72 St,,Q,ES295,ES,lower mezzanine to 72 St & 2nd Ave (NW corner),N,Y,N,Lower mezzanine to street,Q,Q03,477,477,,,0,"M72, M15 local (southbound; northbound on 1 Av)",
72 St,,Q,ES296,ES,72 St & 2nd Ave (NW corner) to lower mezzanine,N,Y,N,Street to lower mezzanine,Q,Q03,477,477,,,0,"M72, M15 local (southbound; northbound on 1 Av)",
72 St,,Q,ES290,ES,69 St & 2nd Ave (NE corner) to upper mezzanine,N,Y,N,Street to upper mezzanine,Q,Q03,477,477,,,0,"M72, M15 local (southbound; northbound on 1 Av)",
72 St,,Q,ES294,ES,lower mezzanine to 72 St & 2nd Ave (NW corner),N,Y,N,Lower mezzanine to street,Q,Q03,477,477,,,0,"M72, M15 local (southbound; northbound on 1 Av)",
72 St,,Q,ES291,ES,upper mezzanine to 70 St & 2nd Ave (SE corner),N,Y,N,Upper mezzanine to street,Q,Q03,477,477,,,0,"M72, M15 local (southbound; northbound on 1 Av)",
72 St,,Q,ES286,ES,lower mezzanine to platform for service in both directions,N,Y,N,Lower mezzanine to platform,Q,Q03,477,477,,,0,"M72, M15 local (southbound; northbound on 1 Av)",
72 St,,Q,ES287,ES,platform to lower mezzanine,N,Y,N,Platform to lower mezzanine,Q,Q03,477,477,,,0,"M72, M15 local (southbound; northbound on 1 Av)",
72 St,,Q,ES285,ES,platform to lower mezzanine,N,Y,N,Platform to lower mezzanine,Q,Q03,477,477,,,0,"M72, M15 local (southbound; northbound on 1 Av)",
72 St,,Q,ES288,ES,lower mezzanine to upper mezzanine for 69 St & 2nd Ave exit,N,Y,N,Lower mezzanine to upper mezzanine,Q,Q03,477,477,,,0,"M72, M15 local (southbound; northbound on 1 Av)",
72 St,,Q,ES289,ES,lower mezzanine to upper mezzanine for 69 St & 2nd Ave exit,N,Y,N,Lower mezzanine to upper mezzanine,Q,Q03,477,477,,,0,"M72, M15 local (southbound; northbound on 1 Av)",
72 St,,Q,EL267,EL,2nd Ave & 72 St (SE corner) to mezzanine for service in both directions,Y,Y,N,Street to mezzanine,Q,Q03,477,477,"476, Q","223, Q",1,"M72, M15 local (southbound; northbound on 1 Av)",Use another elevator on this level.
72 St,,Q,EL266,EL,2nd Ave & 72 St (SE corner) to mezzanine for service in both directions,Y,Y,N,Street to mezzanine,Q,Q03,477,477,"476, Q","223, Q",1,"M72, M15 local (southbound; northbound on 1 Av)",Use another elevator on this level.
